3-Jan-00,,,,,,,,,,,,,,,
31-Oct-23,,,,,,,,,,,,,,,
,A,,Start Date,1/3/2000,,,,,,,,,,,
,B,,End Date,,,,,,,,,,,,
,C,,,,,,,,,,,,,,
,,,,A Index,B Index,C Index,D Index ,,,,,,,,
,,,,Last Price,Last Price,Last Price,Last Price,,,,,,,,
,,,Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,,,,,,,,
,,,8/7/2006,106.54,132.8,1080.53,150.4501,,,,,,,,
,,,8/8/2006,106.01,132.23,1077.47,150.4371,,,,,,,,
,,,8/9/2006,105.96,132.06,1075.59,150.5812,,,,,,,,
,,,8/10/2006,106.12,132.14,1076.19,150.2835,,,,,,,,
,,,8/11/2006,106.01,131.63,1073.08,150.1273,,,,,,,,
,,,8/14/2006,106.19,131.86,1074.07,150.0144,,,,,,,,
,,,8/15/2006,106.72,133.26,1080.9,150.0895,,,,,,,,
,,,8/16/2006,106.9,134.18,1086.59,150.2218,,,,,,,,
,,,8/17/2006,106.96,134.22,1087.15,149.9711,,,,,,,,
,,,8/18/2006,107.19,134.56,1088.59,150.067,,,,,,,,
,,,8/21/2006,107.32,134.44,1087.97,150.2703,,,,,,,,
,,,8/22/2006,107.37,134.65,1089.16,150.3883,,,,,,,,
,,,8/23/2006,107.2,134.01,1086.79,150.283,,,,,,,,
,,,8/24/2006,107.38,134.07,1087.23,150.2937,,,,,,,,
,,,8/25/2006,107.37,134.16,1088.13,150.4141,,,,,,,,
,,,8/28/2006,107.37,134.61,1089.8,150.2499,,,,,,,,
,,,8/29/2006,107.43,134.82,1090.25,150.1021,,,,,,,,
,,,8/30/2006,107.44,134.96,1091.96,150.134,,,,,,,,
,,,8/31/2006,107.4,134.78,1092.95,150.3711,,,,,,,,
,,,9/1/2006,107.39,134.96,1095.21,150.3218,,,,,,,,
,,,9/4/2006,107.39,134.96,1095.21,150.3218,,,,,,,,
,,,9/5/2006,107.21,135.29,1094.14,150.376,,,,,,,,
,,,9/6/2006,106.85,134.14,1089.17,150.3074,,,,,,,,
,,,9/7/2006,106.82,133.7,1087.85,149.8276,,,,,,,,
,,,9/8/2006,106.99,134.1,1089.32,149.6512,,,,,,,,
,,,9/11/2006,106.59,134.34,1088.94,149.1384,,,,,,,,
,,,9/12/2006,107.08,135.85,1094.58,149.5195,,,,,,,,
,,,9/13/2006,107.13,136.3,1097.28,149.7643,,,,,,,,
,,,9/14/2006,106.82,136.28,1096.52,149.6313,,,,,,,,
,,,9/15/2006,107.1,136.85,1097.07,149.6541,,,,,,,,
,,,9/18/2006,107.17,136.95,1096.59,149.6797,,,,,,,,
,,,9/19/2006,107.55,136.44,1097.44,149.4679,,,,,,,,
,,,9/20/2006,107.93,137.16,1100.66,149.8368,,,,,,,,
,,,9/21/2006,108.36,136.32,1101.08,149.9649,,,,,,,,
,,,9/22/2006,108.94,136.13,1100.58,149.7907,,,,,,,,
,,,9/25/2006,109.42,136.99,1105.23,150.1587,,,,,,,,
,,,9/26/2006,109.43,137.58,1107.67,150.6391,,,,,,,,
,,,9/27/2006,109.36,137.93,1107.36,150.8809,,,,,,,,
,,,9/28/2006,109.06,137.72,1107.33,150.8583,,,,,,,,
,,,9/29/2006,108.94,137.53,1106.04,150.7871,,,,,,,,
,,,10/2/2006,108.86,136.82,1103.83,150.6482,,,,,,,,
,,,10/3/2006,108.72,136.7,1104.65,150.4505,,,,,,,,
,,,10/4/2006,108.92,137.81,1113.67,150.9888,,,,,,,,
,,,10/5/2006,108.83,138.72,1113.01,151.3024,,,,,,,,
,,,10/6/2006,108.26,138.39,1109.2,151.1746,,,,,,,,
,,,10/9/2006,108.26,138.41,1109.91,151.1975,,,,,,,,
,,,10/10/2006,108.23,138.88,1107.45,151.2148,,,,,,,,
,,,10/11/2006,108.15,138.58,1105.25,151.114,,,,,,,,
,,,10/12/2006,108.34,139.54,1110.23,151.6428,,,,,,,,
,,,10/13/2006,108.31,139.97,1110.11,151.7146,,,,,,,,
,,,10/16/2006,108.54,140.73,1111.95,151.8562,,,,,,,,
,,,10/17/2006,108.48,140.36,1110.81,151.4783,,,,,,,,
,,,10/18/2006,108.75,140.25,1111.82,151.7234,,,,,,,,
,,,10/19/2006,108.74,140.77,1111.05,151.6684,,,,,,,,
,,,10/20/2006,108.7,140.43,1111.35,151.78,,,,,,,,
,,,10/23/2006,108.43,140.33,1110.51,152.0118,,,,,,,,
,,,10/24/2006,108.47,140.77,1111.28,152.1294,,,,,,,,
,,,10/25/2006,109.1,141.55,1116.12,152.321,,,,,,,,
,,,10/26/2006,109.54,142.39,1121.07,152.6595,,,,,,,,
,,,10/27/2006,109.44,142.3,1120.71,152.3829,,,,,,,,
,,,10/30/2006,109.62,142.06,1120.93,152.1511,,,,,,,,
,,,10/31/2006,110.2,142.73,1124.06,152.2974,,,,,,,,
,,,11/1/2006,110.41,142.88,1123.68,152.143,,,,,,,,
,,,11/2/2006,110.18,142.77,1121.61,151.8059,,,,,,,,
,,,11/3/2006,110.02,142.34,1115.64,151.6481,,,,,,,,
,,,11/6/2006,110.42,142.64,1120.78,152.3912,,,,,,,,
,,,11/7/2006,110.73,143.27,1123.12,152.8096,,,,,,,,
,,,11/8/2006,110.96,143.69,1124.24,152.752,,,,,,,,
,,,11/9/2006,111.07,143.88,1123.64,152.789,,,,,,,,
,,,11/10/2006,111.59,144.3,1126.67,152.5519,,,,,,,,
,,,11/13/2006,111.75,144,1125.02,152.6426,,,,,,,,
,,,11/14/2006,112.31,145.13,1130.87,153.0011,,,,,,,,
,,,11/15/2006,112.37,145.25,1129.61,153.218,,,,,,,,
,,,11/16/2006,111.77,144.33,1128.81,153.0909,,,,,,,,
,,,11/17/2006,111.87,144.43,1129.62,153.0184,,,,,,,,
,,,11/20/2006,112.01,144.66,1134.24,153.0552,,,,,,,,
,,,11/21/2006,112.57,145.48,1138.38,153.2962,,,,,,,,
,,,11/22/2006,112.74,145.9,1140.08,153.3385,,,,,,,,
,,,11/23/2006,112.74,145.9,1140.08,153.3385,,,,,,,,
,,,11/24/2006,112.72,145.85,1140.74,152.8823,,,,,,,,
,,,11/27/2006,112.87,144.04,1131.18,152.1531,,,,,,,,
,,,11/28/2006,113,144.81,1133.54,152.3753,,,,,,,,
,,,11/29/2006,112.96,146.33,1138.47,153.1771,,,,,,,,
,,,11/30/2006,113.3,146.77,1142.59,153.422,,,,,,,,
,,,12/1/2006,112.31,146.44,1143.57,153.1809,,,,,,,,
,,,12/4/2006,112.48,147.76,1149.72,153.4311,,,,,,,,
,,,12/5/2006,112.49,148.2,1148.25,153.8456,,,,,,,,
,,,12/6/2006,112.48,147.85,1146.04,153.6247,,,,,,,,
,,,12/7/2006,112.51,147.31,1143.21,153.4431,,,,,,,,
,,,12/8/2006,112.42,147.36,1141.22,153.223,,,,,,,,
,,,12/11/2006,112.92,147.58,1143.74,153.6245,,,,,,,,
,,,12/12/2006,112.84,147.01,1142.98,153.745,,,,,,,,
,,,12/13/2006,112.49,147.12,1140.21,153.8116,,,,,,,,
,,,12/14/2006,112.51,147.85,1141.82,154.1063,,,,,,,,
,,,12/15/2006,112.38,147.93,1141.21,154.0932,,,,,,,,
,,,12/18/2006,112.34,147,1137.07,153.8304,,,,,,,,
,,,12/19/2006,112.22,146.9,1136.3,153.6214,,,,,,,,
,,,12/20/2006,112.23,146.88,1137.62,153.8014,,,,,,,,
,,,12/21/2006,112.39,146.54,1135.31,153.6606,,,,,,,,
,,,12/22/2006,111.89,145.94,1128.72,152.9501,,,,,,,,
,,,12/25/2006,111.89,145.94,1128.72,152.9501,,,,,,,,
,,,12/26/2006,112.2,146.48,1133,153.2922,,,,,,,,
,,,12/27/2006,112.15,147.22,1135.78,153.5928,,,,,,,,
,,,12/28/2006,111.85,146.96,1133.86,153.2849,,,,,,,,
,,,12/29/2006,111.82,146.81,1131.73,153.0468,,,,,,,,
,,,1/1/2007,111.82,146.81,1131.73,153.0468,,,,,,,,
,,,1/2/2007,111.82,146.81,1131.73,153.0468,,,,,,,,
,,,1/3/2007,111.92,146.78,1131.07,153.3127,,,,,,,,
,,,1/4/2007,112.08,147.08,1135.55,153.4373,,,,,,,,
,,,1/5/2007,111.65,146.35,1126.74,152.6118,,,,,,,,
,,,1/8/2007,111.88,146.69,1128.23,152.7352,,,,,,,,
,,,1/9/2007,111.89,146.98,1130.8,152.6954,,,,,,,,
,,,1/10/2007,111.78,147.18,1134.14,152.4438,,,,,,,,
,,,1/11/2007,111.67,147.57,1138.99,152.8851,,,,,,,,
,,,1/12/2007,111.7,147.92,1142.73,153.1191,,,,,,,,
,,,1/15/2007,111.7,147.92,1142.73,153.1191,,,,,,,,
,,,1/16/2007,111.82,148,1145.35,153.1958,,,,,,,,
,,,1/17/2007,111.59,148.09,1145.88,153.1113,,,,,,,,
,,,1/18/2007,111.6,147.51,1142.76,152.908,,,,,,,,
,,,1/19/2007,111.85,148.32,1148.02,153.2345,,,,,,,,
,,,1/22/2007,111.87,148.02,1144,153.0225,,,,,,,,
,,,1/23/2007,111.87,148.61,1148.47,153.102,,,,,,,,
,,,1/24/2007,111.91,149.57,1156.09,153.6868,,,,,,,,
,,,1/25/2007,111.11,148.62,1150.23,152.9444,,,,,,,,
,,,1/26/2007,111.15,148.75,1150.76,152.6916,,,,,,,,
,,,1/29/2007,111.1,148.9,1150.79,152.6802,,,,,,,,
,,,1/30/2007,111.39,149.6,1154.86,153.1438,,,,,,,,
,,,1/31/2007,111.72,150.49,1161.15,153.3573,,,,,,,,
,,,2/1/2007,111.73,151.14,1165.37,153.8178,,,,,,,,
,,,2/2/2007,111.89,151.33,1165.19,154.0036,,,,,,,,
,,,2/5/2007,111.86,151.17,1165.74,154.0103,,,,,,,,
,,,2/6/2007,111.89,151.77,1170.26,154.0963,,,,,,,,
,,,2/7/2007,111.94,152.5,1175.45,154.2208,,,,,,,,
,,,2/8/2007,111.8,152.32,1174.22,154.0641,,,,,,,,
,,,2/9/2007,111.52,151.42,1166.68,153.8783,,,,,,,,
,,,2/12/2007,111.24,150.4,1160.52,153.3945,,,,,,,,
,,,2/13/2007,111.54,151.55,1167.66,153.901,,,,,,,,
,,,2/14/2007,112.13,152.4,1172.8,154.5589,,,,,,,,
,,,2/15/2007,112.38,152.97,1175.22,154.6715,,,,,,,,
,,,2/16/2007,112.25,152.82,1174.94,154.6397,,,,,,,,
,,,2/19/2007,112.25,152.82,1174.94,154.6397,,,,,,,,
,,,2/20/2007,112.34,153.13,1176.18,154.7124,,,,,,,,
,,,2/21/2007,112.21,153.22,1177.1,154.6989,,,,,,,,
,,,2/22/2007,112.14,153.22,1176.53,154.7373,,,,,,,,
,,,2/23/2007,111.92,152.92,1175.61,154.764,,,,,,,,
,,,2/26/2007,112.02,153.09,1175.49,155.0193,,,,,,,,
,,,2/27/2007,111.58,150.78,1148.8,152.674,,,,,,,,
,,,2/28/2007,111.84,151.41,1153.5,152.3997,,,,,,,,
,,,3/1/2007,111.81,151.32,1150.96,151.8718,,,,,,,,
,,,3/2/2007,111.77,150.61,1145.19,151.0948,,,,,,,,
,,,3/5/2007,111.25,149.75,1140.25,150.5643,,,,,,,,
,,,3/6/2007,111.82,150.98,1147.52,151.4063,,,,,,,,
,,,3/7/2007,111.96,151.07,1146.62,151.7896,,,,,,,,
,,,3/8/2007,112.16,151.5,1149.82,152.0456,,,,,,,,
,,,3/9/2007,111.42,150.43,1149.48,151.2653,,,,,,,,
,,,3/12/2007,111.64,150.86,1150.88,151.4871,,,,,,,,
,,,3/13/2007,111.85,150.29,1143.66,151.6453,,,,,,,,
,,,3/14/2007,111.95,150.9,1145.86,151.8287,,,,,,,,
,,,3/15/2007,111.73,150.56,1146.45,152.0622,,,,,,,,
,,,3/16/2007,111.54,150.14,1145.21,152.1966,,,,,,,,
,,,3/19/2007,111.68,150.73,1149.06,151.9551,,,,,,,,
,,,3/20/2007,112.03,151.37,1151.57,152.0735,,,,,,,,
,,,3/21/2007,113.21,152.62,1158.46,152.1329,,,,,,,,
,,,3/22/2007,112.68,152.85,1157.32,152.4349,,,,,,,,
,,,3/23/2007,112.51,152.77,1157.27,151.749,,,,,,,,
,,,3/26/2007,112.69,152.98,1157.19,152.0751,,,,,,,,
,,,3/27/2007,112.57,152.66,1155.49,151.927,,,,,,,,
,,,3/28/2007,112.4,152.39,1152.48,152.0547,,,,,,,,
,,,3/29/2007,112.44,152.34,1153.31,152.1465,,,,,,,,
,,,3/30/2007,112.31,152.03,1153.29,152.2589,,,,,,,,
,,,4/2/2007,112.41,152.28,1153.47,152.2344,,,,,,,,
,,,4/3/2007,112.45,152.82,1156.77,152.2622,,,,,,,,
,,,4/4/2007,112.61,153.01,1157.7,152.8953,,,,,,,,
,,,4/5/2007,112.58,153.29,1158.3,152.9229,,,,,,,,
,,,4/6/2007,112.58,153.29,1158.3,152.9229,,,,,,,,
,,,4/9/2007,112.22,152.72,1156.73,152.8419,,,,,,,,
,,,4/10/2007,112.2,153.21,1158.28,153.1991,,,,,,,,
,,,4/11/2007,111.88,152.51,1155.71,153.1338,,,,,,,,
,,,4/12/2007,112.09,153.29,1157.8,153.1398,,,,,,,,
,,,4/13/2007,111.92,153.38,1158.33,153.2853,,,,,,,,
,,,4/16/2007,112.34,154.36,1162.41,153.5523,,,,,,,,
,,,4/17/2007,112.77,154.57,1164.13,153.6495,,,,,,,,
,,,4/18/2007,112.96,154.55,1164.44,153.6138,,,,,,,,
,,,4/19/2007,112.94,154.08,1164.14,153.4388,,,,,,,,
,,,4/20/2007,113.17,155.22,1167.23,153.8255,,,,,,,,
,,,4/23/2007,113.14,155.05,1166.77,153.8713,,,,,,,,
,,,4/24/2007,113.34,155.2,1168.38,153.6753,,,,,,,,
,,,4/25/2007,113.42,156.59,1171.3,153.8973,,,,,,,,
,,,4/26/2007,113.06,156.45,1170.87,153.8273,,,,,,,,
,,,4/27/2007,112.98,156.27,1170.37,153.8865,,,,,,,,
,,,4/30/2007,112.83,154.99,1167.91,153.769,,,,,,,,
,,,5/1/2007,112.63,155.39,1168.81,153.78,,,,,,,,
,,,5/2/2007,112.97,156.42,1171.3,153.8944,,,,,,,,
,,,5/3/2007,112.74,156.95,1172.09,154.107,,,,,,,,
,,,5/4/2007,112.89,157.38,1173.9,154.279,,,,,,,,
,,,5/7/2007,112.93,157.53,1173.93,154.2752,,,,,,,,
,,,5/8/2007,112.69,157.29,1173.78,154.173,,,,,,,,
,,,5/9/2007,112.63,157.51,1173.87,154.1833,,,,,,,,
,,,5/10/2007,112.2,155.57,1168.69,153.9241,,,,,,,,
,,,5/11/2007,112.65,157.46,1172.56,154.343,,,,,,,,
,,,5/14/2007,112.41,156.84,1170.14,154.1915,,,,,,,,
,,,5/15/2007,112.6,156.66,1167.84,154.1947,,,,,,,,
,,,5/16/2007,112.68,157.3,1171.91,154.3554,,,,,,,,
,,,5/17/2007,112.59,157.31,1169.75,154.2738,,,,,,,,
,,,5/18/2007,112.93,158.16,1171.85,154.7435,,,,,,,,
,,,5/21/2007,112.89,158.42,1172.73,154.7893,,,,,,,,
,,,5/22/2007,112.94,158.2,1171.56,154.7432,,,,,,,,
,,,5/23/2007,113.18,158.1,1170.16,154.8077,,,,,,,,
,,,5/24/2007,112.73,156.7,1164.78,154.2753,,,,,,,,
,,,5/25/2007,112.89,157.63,1167.25,154.3797,,,,,,,,
,,,5/28/2007,112.89,157.63,1167.25,154.3797,,,,,,,,
,,,5/29/2007,112.81,157.49,1166.95,154.5688,,,,,,,,
,,,5/30/2007,112.79,158.36,1171.22,154.7833,,,,,,,,
,,,5/31/2007,112.82,158.13,1171.27,154.9012,,,,,,,,
,,,6/1/2007,113.32,158.43,1171.84,155.2162,,,,,,,,
,,,6/4/2007,113.12,158.63,1172.68,155.197,,,,,,,,
,,,6/5/2007,113.2,158.3,1169.26,154.9103,,,,,,,,
,,,6/6/2007,113.02,157.68,1163.82,154.1474,,,,,,,,
,,,6/7/2007,113.1,156.7,1150.16,153.6702,,,,,,,,
,,,6/8/2007,113.34,157.68,1156.28,153.7294,,,,,,,,
,,,6/11/2007,113.65,158.29,1155.52,153.8984,,,,,,,,
,,,6/12/2007,113.66,157.51,1149.1,153.5913,,,,,,,,
,,,6/13/2007,113.81,158.05,1155.74,153.8773,,,,,,,,
,,,6/14/2007,114.06,158.81,1158.23,154.2335,,,,,,,,
,,,6/15/2007,114.23,159.78,1161.89,154.521,,,,,,,,
,,,6/18/2007,114.17,159.79,1161.54,154.4756,,,,,,,,
,,,6/19/2007,114.09,159.93,1163.8,154.473,,,,,,,,
,,,6/20/2007,113.95,158.91,1157.71,154.2304,,,,,,,,
,,,6/21/2007,114.12,159.59,1159.24,154.1806,,,,,,,,
,,,6/22/2007,113.83,158.89,1156.67,153.9552,,,,,,,,
,,,6/25/2007,113.5,159.02,1155.4,153.8298,,,,,,,,
,,,6/26/2007,113.31,158.4,1152.28,153.4725,,,,,,,,
,,,6/27/2007,113.42,159.57,1157.32,153.6534,,,,,,,,
,,,6/28/2007,113.58,158.94,1156.76,153.7296,,,,,,,,
,,,6/29/2007,113.36,159.4,1158.57,153.8071,,,,,,,,
,,,7/2/2007,113.57,160.44,1161.73,153.9637,,,,,,,,
,,,7/3/2007,113.8,160.7,1162.51,154.078,,,,,,,,
,,,7/4/2007,113.8,160.7,1162.51,154.078,,,,,,,,
,,,7/5/2007,114.06,159.89,1160.11,154.0042,,,,,,,,
,,,7/6/2007,114.53,159.99,1160.81,154.1249,,,,,,,,
,,,7/9/2007,114.38,160.28,1161.82,154.2524,,,,,,,,
,,,7/10/2007,113.82,160.46,1161.82,154.4201,,,,,,,,
,,,7/11/2007,114.12,160.72,1161.69,154.5327,,,,,,,,
,,,7/12/2007,114.51,160.89,1165.49,154.3087,,,,,,,,
,,,7/13/2007,114.5,161.13,1167.4,154.2699,,,,,,,,
,,,7/16/2007,114.15,161.3,1168.76,154.8295,,,,,,,,
,,,7/17/2007,114.22,161.14,1168.52,154.4976,,,,,,,,
,,,7/18/2007,114.13,161.87,1169.64,155.1277,,,,,,,,
,,,7/19/2007,114.24,161.84,1170.93,155.2132,,,,,,,,
,,,7/20/2007,113.99,162.42,1170.95,156.0353,,,,,,,,
,,,7/23/2007,113.91,162.26,1170.51,156.131,,,,,,,,
,,,7/24/2007,113.7,161.79,1165.24,155.9962,,,,,,,,
,,,7/25/2007,113.5,162.14,1166.46,156.3271,,,,,,,,
,,,7/26/2007,113.23,163.06,1160.48,156.882,,,,,,,,
,,,7/27/2007,113.01,162.9,1152.35,156.787,,,,,,,,
,,,7/30/2007,113.36,163.14,1156.59,156.8373,,,,,,,,
,,,7/31/2007,112.92,162.54,1154.84,156.8378,,,,,,,,
,,,8/1/2007,113.02,163.02,1156.35,156.8568,,,,,,,,
,,,8/2/2007,112.82,162.79,1158.21,156.8226,,,,,,,,
,,,8/3/2007,112.39,162.47,1151.51,156.9423,,,,,,,,
,,,8/6/2007,112.6,163.12,1154.81,157.1325,,,,,,,,
,,,8/7/2007,112.51,162.89,1158.11,157.4498,,,,,,,,
,,,8/8/2007,112.9,162.59,1161.3,157.364,,,,,,,,
,,,8/9/2007,113.19,162.5,1151.48,156.7682,,,,,,,,
,,,8/10/2007,113.04,162.41,1148.51,156.6966,,,,,,,,
,,,8/13/2007,112.91,162.27,1150.9,156.9761,,,,,,,,
,,,8/14/2007,112.92,162.11,1147.31,156.6826,,,,,,,,
,,,8/15/2007,112.84,161.64,1142.1,156.5915,,,,,,,,
,,,8/16/2007,113.72,162.9,1142.58,156.7063,,,,,,,,
,,,8/17/2007,113.55,163.71,1147.25,157.199,,,,,,,,
,,,8/20/2007,113.98,164.26,1148.95,157.2576,,,,,,,,
,,,8/21/2007,113.92,164.49,1150.9,157.4747,,,,,,,,
,,,8/22/2007,113.58,164.48,1154.52,157.5683,,,,,,,,
,,,8/23/2007,113.66,164.57,1154.9,157.6381,,,,,,,,
,,,8/24/2007,113.69,165.36,1159.54,157.8585,,,,,,,,
,,,8/27/2007,113.69,165.05,1158.16,157.7983,,,,,,,,
,,,8/28/2007,113.71,164.5,1152.43,157.473,,,,,,,,
,,,8/29/2007,114.06,166.06,1157.41,157.8675,,,,,,,,
,,,8/30/2007,114.16,166.18,1158.21,158.1237,,,,,,,,
,,,8/31/2007,114.17,166.79,1161.59,158.3323,,,,,,,,
,,,9/3/2007,114.17,166.79,1161.59,158.3323,,,,,,,,
,,,9/4/2007,114.51,167.74,1163.71,158.3956,,,,,,,,
,,,9/5/2007,114.8,167.7,1163.64,158.5068,,,,,,,,
,,,9/6/2007,114.79,168.21,1163.35,158.6244,,,,,,,,
,,,9/7/2007,115.4,168.23,1163.81,159.1277,,,,,,,,
,,,9/10/2007,115.72,168.75,1164.75,159.7627,,,,,,,,
,,,9/11/2007,115.55,169.54,1167.17,160.0781,,,,,,,,
,,,9/12/2007,115.48,169.65,1165.84,160.273,,,,,,,,
,,,9/13/2007,115.11,169.53,1165.2,159.8949,,,,,,,,
,,,9/14/2007,115.29,169.71,1166.05,159.9365,,,,,,,,
,,,9/17/2007,114.91,169.36,1165.42,160.3253,,,,,,,,
,,,9/18/2007,116.01,171.91,1174.13,160.5678,,,,,,,,
,,,9/19/2007,116,172.08,1174.4,160.7315,,,,,,,,
,,,9/20/2007,115.11,171.53,1168.7,160.2497,,,,,,,,
,,,9/21/2007,115.42,171.71,1170.89,160.0885,,,,,,,,
,,,9/24/2007,115.42,171.76,1171.59,160.2561,,,,,,,,
,,,9/25/2007,115.63,171.81,1170.78,160.1903,,,,,,,,
,,,9/26/2007,115.79,171.85,1172.33,160.0061,,,,,,,,
,,,9/27/2007,116.29,172.84,1176.13,160.5162,,,,,,,,
,,,9/28/2007,116.13,172.95,1175.76,160.6795,,,,,,,,
,,,10/1/2007,116.33,173.68,1178.61,160.8953,,,,,,,,
,,,10/2/2007,116.59,173.46,1177.87,160.8399,,,,,,,,
,,,10/3/2007,116.35,172.75,1177.3,160.7285,,,,,,,,
,,,10/4/2007,116.48,172.91,1180.47,161.0423,,,,,,,,
,,,10/5/2007,116.28,173.97,1181.44,160.2446,,,,,,,,
,,,10/8/2007,116.2,173.67,1180.41,159.9907,,,,,,,,
,,,10/9/2007,116.16,174.29,1181.84,160.2214,,,,,,,,
,,,10/10/2007,116.01,174.11,1182.14,159.9167,,,,,,,,
,,,10/11/2007,115.77,173.16,1180.39,159.6672,,,,,,,,
,,,10/12/2007,115.55,173.79,1179.92,159.4759,,,,,,,,
,,,10/15/2007,115.43,172.95,1177.07,159.3752,,,,,,,,
,,,10/16/2007,115.59,172.78,1174.84,159.4833,,,,,,,,
,,,10/17/2007,116.9,174.4,1179.95,160.5821,,,,,,,,
,,,10/18/2007,117.24,174.92,1180.25,161.1907,,,,,,,,
,,,10/19/2007,117.16,173.29,1176.7,162.193,,,,,,,,
,,,10/22/2007,117.49,173.82,1178.09,162.5259,,,,,,,,
,,,10/23/2007,117.8,175.05,1178.88,162.508,,,,,,,,
,,,10/24/2007,118.41,175.52,1182.26,163.1503,,,,,,,,
,,,10/25/2007,118.27,175.76,1181.73,162.9797,,,,,,,,
,,,10/26/2007,118.53,176.74,1184.57,162.6811,,,,,,,,
,,,10/29/2007,118.39,176.79,1186.54,162.9009,,,,,,,,
,,,10/30/2007,118.17,176.14,1184.19,162.7832,,,,,,,,
,,,10/31/2007,117.56,176.17,1184.31,162.1689,,,,,,,,
,,,11/1/2007,118.06,175.73,1180.79,162.3771,,,,,,,,
,,,11/2/2007,119.14,177.04,1180.72,163.2138,,,,,,,,
,,,11/5/2007,118.65,176.32,1177.58,162.9794,,,,,,,,
,,,11/6/2007,118.83,177.27,1179.62,162.8719,,,,,,,,
,,,11/7/2007,118.75,176.3,1169.02,163.1836,,,,,,,,
,,,11/8/2007,119.16,176.6,1166.79,163.6429,,,,,,,,
,,,11/9/2007,118.72,176.02,1165.29,164.1017,,,,,,,,
,,,11/12/2007,118.33,175.04,1161.74,163.9353,,,,,,,,
,,,11/13/2007,118.77,175.96,1169.48,163.7303,,,,,,,,
,,,11/14/2007,118.54,175.48,1167.01,163.473,,,,,,,,
,,,11/15/2007,119.39,175.9,1165.42,164.0322,,,,,,,,
,,,11/16/2007,119.74,176.84,1166.58,164.2677,,,,,,,,
,,,11/19/2007,120.01,177.1,1164.94,164.8168,,,,,,,,
,,,11/20/2007,120.3,177.48,1164.67,164.76,,,,,,,,
,,,11/21/2007,120.25,177.75,1161.03,165.2129,,,,,,,,
,,,11/22/2007,120.25,177.75,1161.03,165.2129,,,,,,,,
,,,11/23/2007,120.83,178.54,1166.01,165.3261,,,,,,,,
,,,11/26/2007,121.3,178.4,1167.56,165.851,,,,,,,,
,,,11/27/2007,120.74,177.96,1166,165.3455,,,,,,,,
,,,11/28/2007,120.96,179.1,1173.36,164.6657,,,,,,,,
,,,11/29/2007,121.68,179.87,1177.27,165.222,,,,,,,,
,,,11/30/2007,121.59,179.99,1181.22,164.926,,,,,,,,
,,,12/3/2007,122.19,180.4,1181.16,165.7272,,,,,,,,
,,,12/4/2007,122.07,180.07,1177.88,166.1269,,,,,,,,
,,,12/5/2007,122.41,180.79,1177.71,165.8997,,,,,,,,
,,,12/6/2007,121.95,181.01,1179.36,165.1077,,,,,,,,
,,,12/7/2007,120.87,180,1173.44,163.6657,,,,,,,,
,,,12/10/2007,120.78,180.11,1174.47,163.1561,,,,,,,,
,,,12/11/2007,121.41,179.1,1172.78,164.0954,,,,,,,,
,,,12/12/2007,120.8,179.49,1173.41,163.8014,,,,,,,,
,,,12/13/2007,119.92,178.69,1165.54,163.1625,,,,,,,,
,,,12/14/2007,118.77,177.29,1155.95,162.515,,,,,,,,
,,,12/17/2007,118.75,176.73,1155.59,162.6326,,,,,,,,
,,,12/18/2007,119.62,177.64,1161.27,163.1007,,,,,,,,
,,,12/19/2007,120.07,178.23,1165.91,163.4758,,,,,,,,
,,,12/20/2007,120.98,178.77,1165.09,163.7869,,,,,,,,
,,,12/21/2007,120.54,178.89,1167.98,163.1565,,,,,,,,
,,,12/24/2007,120.5,178.8,1166.56,163.0419,,,,,,,,
,,,12/25/2007,120.5,178.8,1166.56,163.0419,,,,,,,,
,,,12/26/2007,120.07,178.95,1168.24,162.8945,,,,,,,,
,,,12/27/2007,120.17,178.98,1168.09,163.1371,,,,,,,,
,,,12/28/2007,121.14,180.32,1175.22,163.9036,,,,,,,,
,,,12/31/2007,121.49,180.83,1174.92,164.1371,,,,,,,,
,,,1/1/2008,121.49,180.83,1174.92,164.1371,,,,,,,,
,,,1/2/2008,122.7,182.96,1185.1,165.711,,,,,,,,
,,,1/3/2008,123.04,183.83,1185.5,165.9563,,,,,,,,
,,,1/4/2008,122.34,183.66,1182.43,166.4472,,,,,,,,
,,,1/7/2008,122.2,183.3,1181.2,166.3731,,,,,,,,
,,,1/8/2008,121.44,183.88,1183.16,166.7356,,,,,,,,
,,,1/9/2008,122.83,184.6,1184.81,166.9749,,,,,,,,
,,,1/10/2008,122.75,185.39,1185.74,166.9024,,,,,,,,
,,,1/11/2008,122.84,185.3,1186.41,166.9955,,,,,,,,
,,,1/14/2008,123.33,186.15,1190.12,167.1765,,,,,,,,
,,,1/15/2008,122.71,185.24,1185.74,167.0619,,,,,,,,
,,,1/16/2008,122.27,184.78,1179.88,166.9121,,,,,,,,
,,,1/17/2008,122.08,184.12,1179.45,166.9162,,,,,,,,
,,,1/18/2008,122.07,184.72,1178.89,167.044,,,,,,,,
,,,1/21/2008,122.07,184.72,1178.89,167.044,,,,,,,,
,,,1/22/2008,122.72,184.88,1180.77,167.1119,,,,,,,,
,,,1/23/2008,123.86,186.64,1184.06,167.0259,,,,,,,,
,,,1/24/2008,122.36,186.75,1182.71,166.8589,,,,,,,,
